trial_id,id,is_nsfw,containsNSFW,subject_id,trial_number,created_at,experiment_name,prompt,filename,filepath,reference,trial_type,trial_code,Experience,imagenumber,choice,cosine,nvariant,imvariant,aggregate_id
66f3f6558fc41826ca81d1a1,66f3f6558fc41826ca81d1a2,FALSE,0,FS_2BbT7DpAdCeXEoz,FaithfulQ2,2024-09-25T11:39:01Z,Artist_final,study tree reading a book in the library,FS_2BbT7DpAdCeXEoz_FaithfulQ2_0.png,results/FS_2BbT7DpAdCeXEoz_FaithfulQ2_0.png,stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,2,1,FALSE,0.8273043398759673,NA,NA,NA
66f3f6558fc41826ca81d1a1,66f3f6558fc41826ca81d1a3,FALSE,0,FS_2BbT7DpAdCeXEoz,FaithfulQ2,2024-09-25T11:39:01Z,Artist_final,study tree reading a book in the library,FS_2BbT7DpAdCeXEoz_FaithfulQ2_1.png,results/FS_2BbT7DpAdCeXEoz_FaithfulQ2_1.png,stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,2,2,FALSE,0.8414190806930616,NA,NA,NA
66f3f6558fc41826ca81d1a1,66f3f6558fc41826ca81d1a4,FALSE,0,FS_2BbT7DpAdCeXEoz,FaithfulQ2,2024-09-25T11:39:01Z,Artist_final,study tree reading a book in the library,FS_2BbT7DpAdCeXEoz_FaithfulQ2_2.png,results/FS_2BbT7DpAdCeXEoz_FaithfulQ2_2.png,stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,2,3,FALSE,0.7839618971598536,NA,NA,NA
66f3f6558fc41826ca81d1a1,66f3f6558fc41826ca81d1a5,FALSE,0,FS_2BbT7DpAdCeXEoz,FaithfulQ2,2024-09-25T11:39:01Z,Artist_final,study tree reading a book in the library,FS_2BbT7DpAdCeXEoz_FaithfulQ2_3.png,results/FS_2BbT7DpAdCeXEoz_FaithfulQ2_3.png,stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,2,4,TRUE,0.8042168121125052,NA,NA,NA
66f3f6818fc41826ca81d1a6,66f3f6818fc41826ca81d1a7,FALSE,0,FS_2BbT7DpAdCeXEoz,FaithfulQ3,2024-09-25T11:39:45Z,Artist_final,paradise jungle waterfall palm trees and mountains on the background,FS_2BbT7DpAdCeXEoz_FaithfulQ3_0.png,results/FS_2BbT7DpAdCeXEoz_FaithfulQ3_0.png,stims/FaithfulQ3.png,Copying,Q3_F3_landscape_C,2,1,FALSE,0.884395449375741,NA,NA,NA
66f3f6818fc41826ca81d1a6,66f3f6818fc41826ca81d1a8,FALSE,0,FS_2BbT7DpAdCeXEoz,FaithfulQ3,2024-09-25T11:39:45Z,Artist_final,paradise jungle waterfall palm trees and mountains on the background,FS_2BbT7DpAdCeXEoz_FaithfulQ3_1.png,results/FS_2BbT7DpAdCeXEoz_FaithfulQ3_1.png,stims/FaithfulQ3.png,Copying,Q3_F3_landscape_C,2,2,FALSE,0.897887259379101,NA,NA,NA
66f3f6818fc41826ca81d1a6,66f3f6818fc41826ca81d1a9,FALSE,0,FS_2BbT7DpAdCeXEoz,FaithfulQ3,2024-09-25T11:39:45Z,Artist_final,paradise jungle waterfall palm trees and mountains on the background,FS_2BbT7DpAdCeXEoz_FaithfulQ3_2.png,results/FS_2BbT7DpAdCeXEoz_FaithfulQ3_2.png,stims/FaithfulQ3.png,Copying,Q3_F3_landscape_C,2,3,TRUE,0.8808314431193288,NA,NA,NA
66f3f6818fc41826ca81d1a6,66f3f6818fc41826ca81d1aa,FALSE,0,FS_2BbT7DpAdCeXEoz,FaithfulQ3,2024-09-25T11:39:45Z,Artist_final,paradise jungle waterfall palm trees and mountains on the background,FS_2BbT7DpAdCeXEoz_FaithfulQ3_3.png,results/FS_2BbT7DpAdCeXEoz_FaithfulQ3_3.png,stims/FaithfulQ3.png,Copying,Q3_F3_landscape_C,2,4,FALSE,0.8892570836417033,NA,NA,NA
66f3f6e28fc41826ca81d1ab,66f3f6e38fc41826ca81d1ac,FALSE,0,FS_2BbT7DpAdCeXEoz,FaithfulQ5,2024-09-25T11:41:22Z,Artist_final,black male and female sitting on a dark green bench. female has yellow dress. blur background. cartoon realistic style,FS_2BbT7DpAdCeXEoz_FaithfulQ5_0.png,results/FS_2BbT7DpAdCeXEoz_FaithfulQ5_0.png,stims/FaithfulQ5.png,Copying,Q5_F5_People_C,2,1,FALSE,0.8815805024499226,NA,NA,NA
66f3f6e28fc41826ca81d1ab,66f3f6e38fc41826ca81d1ad,FALSE,0,FS_2BbT7DpAdCeXEoz,FaithfulQ5,2024-09-25T11:41:22Z,Artist_final,black male and female sitting on a dark green bench. female has yellow dress. blur background. cartoon realistic style,FS_2BbT7DpAdCeXEoz_FaithfulQ5_1.png,results/FS_2BbT7DpAdCeXEoz_FaithfulQ5_1.png,stims/FaithfulQ5.png,Copying,Q5_F5_People_C,2,2,TRUE,0.8552539830645479,NA,NA,NA
66f3f6e28fc41826ca81d1ab,66f3f6e38fc41826ca81d1ae,FALSE,0,FS_2BbT7DpAdCeXEoz,FaithfulQ5,2024-09-25T11:41:22Z,Artist_final,black male and female sitting on a dark green bench. female has yellow dress. blur background. cartoon realistic style,FS_2BbT7DpAdCeXEoz_FaithfulQ5_2.png,results/FS_2BbT7DpAdCeXEoz_FaithfulQ5_2.png,stims/FaithfulQ5.png,Copying,Q5_F5_People_C,2,3,FALSE,0.8228191248557407,NA,NA,NA
66f3f6e28fc41826ca81d1ab,66f3f6e38fc41826ca81d1af,FALSE,0,FS_2BbT7DpAdCeXEoz,FaithfulQ5,2024-09-25T11:41:22Z,Artist_final,black male and female sitting on a dark green bench. female has yellow dress. blur background. cartoon realistic style,FS_2BbT7DpAdCeXEoz_FaithfulQ5_3.png,results/FS_2BbT7DpAdCeXEoz_FaithfulQ5_3.png,stims/FaithfulQ5.png,Copying,Q5_F5_People_C,2,4,FALSE,0.8618178866754389,NA,NA,NA
66f3f7448fc41826ca81d1b0,66f3f7448fc41826ca81d1b1,FALSE,0,FS_2BbT7DpAdCeXEoz,FaithfulQ4,2024-09-25T11:43:00Z,Artist_final,"still life painting of apples in the basket, 4 apples are out of basket",FS_2BbT7DpAdCeXEoz_FaithfulQ4_0.png,results/FS_2BbT7DpAdCeXEoz_FaithfulQ4_0.png,stims/FaithfulQ4.png,Copying,Q4_F4_Apples_C,2,1,FALSE,0.8876579010670171,NA,NA,NA
66f3f7448fc41826ca81d1b0,66f3f7448fc41826ca81d1b2,FALSE,0,FS_2BbT7DpAdCeXEoz,FaithfulQ4,2024-09-25T11:43:00Z,Artist_final,"still life painting of apples in the basket, 4 apples are out of basket",FS_2BbT7DpAdCeXEoz_FaithfulQ4_1.png,results/FS_2BbT7DpAdCeXEoz_FaithfulQ4_1.png,stims/FaithfulQ4.png,Copying,Q4_F4_Apples_C,2,2,TRUE,0.8941567228970466,NA,NA,NA
66f3f7448fc41826ca81d1b0,66f3f7448fc41826ca81d1b3,FALSE,0,FS_2BbT7DpAdCeXEoz,FaithfulQ4,2024-09-25T11:43:00Z,Artist_final,"still life painting of apples in the basket, 4 apples are out of basket",FS_2BbT7DpAdCeXEoz_FaithfulQ4_2.png,results/FS_2BbT7DpAdCeXEoz_FaithfulQ4_2.png,stims/FaithfulQ4.png,Copying,Q4_F4_Apples_C,2,3,FALSE,0.8900521264683152,NA,NA,NA
66f3f7448fc41826ca81d1b0,66f3f7448fc41826ca81d1b4,FALSE,0,FS_2BbT7DpAdCeXEoz,FaithfulQ4,2024-09-25T11:43:00Z,Artist_final,"still life painting of apples in the basket, 4 apples are out of basket",FS_2BbT7DpAdCeXEoz_FaithfulQ4_3.png,results/FS_2BbT7DpAdCeXEoz_FaithfulQ4_3.png,stims/FaithfulQ4.png,Copying,Q4_F4_Apples_C,2,4,FALSE,0.8956964700674311,NA,NA,NA
